nm,catégorie,nf,epicene,proper_noun,m_suffix,f_suffix
Brivetain,Nm,Brivetaine,0,1,True,True
Brivezacois,Nm,Brivezacoise,0,1,True,True
Briviste,Nm,Briviste,1,1,True,True
Brivois,Nm,Brivoise,0,1,True,True
Brizambourgeois,Nm,Brizambourgeoise,0,1,True,True
Brizeautin,Nm,Brizeautine,0,1,True,True
Brizonnier,Nm,Brizonnière,0,1,True,True
Brocain,Nm,Brocaine,0,1,True,True
brocanteur,Nm,brocanteuse,0,0,True,True
brocardeur,Nm,brocardeuse,0,0,True,True
Brocassais,Nm,Brocassaise,0,1,True,True
brocheur,Nm,brocheuse,0,0,True,True
Brochonnais,Nm,Brochonnaise,0,1,True,True
Brocois,Nm,Brocoise,0,1,True,True
brodeur,Nm,brodeuse,0,0,True,True
Brogaçois,Nm,Brogaçoise,0,1,True,True
Brogelien,Nm,Brogelienne,0,1,True,True
Broglien,Nm,Broglienne,0,1,True,True
Brognardais,Nm,Brognardaise,0,1,True,True
Brognonais,Nm,Brognonaise,0,1,True,True
Brojicien,Nm,Brojicienne,0,1,True,True
Broladrais,Nm,Broladraise,0,1,True,True
Bromeillois,Nm,Bromeilloise,0,1,True,True
Brommatien,Nm,Brommatienne,0,1,True,True
Bromontois,Nm,Bromontoise,0,1,True,True
Brondillant,Nm,Brondillante,0,1,True,True
Bronvallois,Nm,Bronvalloise,0,1,True,True
bronzeur,Nm,bronzeuse,0,0,True,True
bronzier,Nm,bronzière,0,0,True,True
Broonais,Nm,Broonaise,0,1,True,True
Broquiésois,Nm,Broquiésoise,0,1,True,True
Broquois,Nm,Broquoise,0,1,True,True
Brossacais,Nm,Brossacaise,0,1,True,True
Brossaincais,Nm,Brossaincaise,0,1,True,True
Brossard,Nm,Brossarde,0,1,True,True
brosseur,Nm,brosseuse,0,0,True,True
brossier,Nm,brossière,0,0,True,True
Brossinois,Nm,Brossinoise,0,1,True,True
Brossois,Nm,Brossoise,0,1,True,True
Brottais,Nm,Brottaise,0,1,True,True
Brouainsais,Nm,Brouainsaise,0,1,True,True
Broualanais,Nm,Broualanaise,0,1,True,True
Brouchaudois,Nm,Brouchaudoise,0,1,True,True
Brouchissois,Nm,Brouchissoise,0,1,True,True
Brouckerquois,Nm,Brouckerquoise,0,1,True,True
brouetteur,Nm,brouetteuse,0,0,True,True
brouettier,Nm,brouettière,0,0,True,True
Brouilletois,Nm,Brouilletoise,0,1,True,True
brouilleur,Nm,brouilleuse,0,0,True,True
brouillon,Nm,brouillonne,0,0,True,True
Broularetois,Nm,Broularetoise,0,1,True,True
broussailleur,Nm,broussailleuse,0,0,True,True
broussard,Nm,broussarde,0,0,True,True
Broussevalien,Nm,Broussevalienne,0,1,True,True
Broussien,Nm,Broussienne,0,1,True,True
Broussois,Nm,Broussoise,0,1,True,True
Broût-Vernetois,Nm,Broût-Vernetoise,0,1,True,True
Broutain,Nm,Broutaine,0,1,True,True
brouteur,Nm,brouteuse,0,0,True,True
Brouvillerois,Nm,Brouvilleroise,0,1,True,True
Brouvillois,Nm,Brouvilloise,0,1,True,True
Brouzetain,Nm,Brouzetaine,0,1,True,True
Brouzetais,Nm,Brouzetaise,0,1,True,True
Brouzilien,Nm,Brouzilienne,0,1,True,True
Broxeelois,Nm,Broxeeloise,0,1,True,True
Broyant,Nm,Broyante,0,1,True,True
broyeur,Nm,broyeuse,0,0,True,True
Brozois,Nm,Brozoise,0,1,True,True
Bruaillais,Nm,Bruaillaise,0,1,True,True
Bruaillois,Nm,Bruailloise,0,1,True,True
Bruaisien,Nm,Bruaisienne,0,1,True,True
Bruaysien,Nm,Bruaysienne,0,1,True,True
Bruchois,Nm,Bruchoise,0,1,True,True
Brucipierrois,Nm,Brucipierroise,0,1,True,True
Bruçois,Nm,Bruçoise,0,1,True,True
Brucourtois,Nm,Brucourtoise,0,1,True,True
Bruebachois,Nm,Bruebachoise,0,1,True,True
Brueillois,Nm,Brueilloise,0,1,True,True
Bruérois,Nm,Bruéroise,0,1,True,True
Bruffièrien,Nm,Bruffièrienne,0,1,True,True
Brugairollais,Nm,Brugairollaise,0,1,True,True
Brugeais,Nm,Brugeaise,0,1,True,True
Brugelettois,Nm,Brugelettoise,0,1,True,True
Brugeois,Nm,Brugeoise,0,1,True,True
brugeois,Nm,brugeoise,0,0,True,True
Brugeronais,Nm,Brugeronaise,0,1,True,True
Brugheassois,Nm,Brugheassoise,0,1,True,True
Brugnenois,Nm,Brugnenoise,0,1,True,True
Bruguiérois,Nm,Bruguiéroise,0,1,True,True
Bruillois,Nm,Bruilloise,0,1,True,True
Bruissard,Nm,Bruissarde,0,1,True,True
bruiteur,Nm,bruiteuse,0,0,True,True
Brulaisien,Nm,Brulaisienne,0,1,True,True
bruleur,Nm,bruleuse,0,0,True,True
brûleur,Nm,brûleuse,0,0,True,True
Brûlinois,Nm,Brûlinoise,0,1,True,True
Brûlisien,Nm,Brûlisienne,0,1,True,True
Brulliolois,Nm,Brullioloise,0,1,True,True
Brulois,Nm,Bruloise,0,1,True,True
Brûlonnais,Nm,Brûlonnaise,0,1,True,True
Brûly-de-Peschois,Nm,Brûly-de-Peschoise,0,1,True,True
Brumathois,Nm,Brumathoise,0,1,True,True
Brumetzien,Nm,Brumetzienne,0,1,True,True
Brunehautois,Nm,Brunehautoise,0,1,True,True
Brunellois,Nm,Brunelloise,0,1,True,True
Brunelois,Nm,Bruneloise,0,1,True,True
Brunembertois,Nm,Brunembertoise,0,1,True,True
Brunémontois,Nm,Brunémontoise,0,1,True,True
Brunetois,Nm,Brunetoise,0,1,True,True
Bruniquelais,Nm,Bruniquelaise,0,1,True,True
brunisseur,Nm,brunisseuse,0,0,True,True
brunschvicgien,Nm,brunschvicgienne,0,0,True,True
Brunstattois,Nm,Brunstattoise,0,1,True,True
Brunvillais,Nm,Brunvillaise,0,1,True,True
Brusquetais,Nm,Brusquetaise,0,1,True,True
Brusquois,Nm,Brusquoise,0,1,True,True
Brussieurois,Nm,Brussieuroise,0,1,True,True
Brussois,Nm,Brussoise,0,1,True,True
Brusvilien,Nm,Brusvilienne,0,1,True,True
brutaliste,Nm,brutaliste,1,0,True,True
Brutellois,Nm,Brutelloise,0,1,True,True
Bruvillois,Nm,Bruvilloise,0,1,True,True
bruxellois,Nm,bruxelloise,0,0,True,True
Bruyellois,Nm,Bruyelloise,0,1,True,True
Bruyérois,Nm,Bruyéroise,0,1,True,True
Bruzois,Nm,Bruzoise,0,1,True,True
Bryageois,Nm,Bryageoise,0,1,True,True
Bryard,Nm,Bryarde,0,1,True,True
Bryessois,Nm,Bryessoise,0,1,True,True
bryologiste,Nm,bryologiste,1,0,True,True
Buaisien,Nm,Buaisienne,0,1,True,True
Buanais,Nm,Buanaise,0,1,True,True
buandier,Nm,buandière,0,0,True,True
Bucain,Nm,Bucaine,0,1,True,True
Buccérien,Nm,Buccérienne,0,1,True,True
Buccetien,Nm,Buccetienne,0,1,True,True
buccinateur,Nm,buccinatrice,0,0,True,True
Buccussien,Nm,Buccussienne,0,1,True,True
Bucéelois,Nm,Bucéeloise,0,1,True,True
Buceton,Nm,Bucetonne,0,1,True,True
Buchelois,Nm,Bucheloise,0,1,True,True
Bucherois,Nm,Bucheroise,0,1,True,True
bûcheron,Nm,bûcheronne,0,0,True,True
bucheur,Nm,bucheuse,0,0,True,True
bûcheur,Nm,bûcheuse,0,0,True,True
Buchois,Nm,Buchoise,0,1,True,True
Bucillien,Nm,Bucillienne,0,1,True,True
Bucillois,Nm,Bucilloise,0,1,True,True
Bucois,Nm,Bucoise,0,1,True,True
Bucquoysien,Nm,Bucquoysienne,0,1,True,True
Bucyois,Nm,Bucyoise,0,1,True,True
Bucyquois,Nm,Bucyquoise,0,1,True,True
Budingeois,Nm,Budingeoise,0,1,True,True
Budossais,Nm,Budossaise,0,1,True,True
Bueillois,Nm,Bueilloise,0,1,True,True
Buellassien,Nm,Buellassienne,0,1,True,True
Buéton,Nm,Buétonne,0,1,True,True
buffeteur,Nm,buffeteuse,0,0,True,True
buffetier,Nm,buffetière,0,0,True,True
buffle,Nm,bufflesse;bufflonne,0,0,False,True
bufflon,Nm,bufflonne,0,0,True,True
Buffonnais,Nm,Buffonnaise,0,1,True,True
Bugarachois,Nm,Bugarachoise,0,1,True,True
Bugeacois,Nm,Bugeacoise,0,1,True,True
Bugnicourtois,Nm,Bugnicourtoise,0,1,True,True
Bugnièrois,Nm,Bugnièroise,0,1,True,True
Buguois,Nm,Buguoise,0,1,True,True
Buhlois,Nm,Buhloise,0,1,True,True
Buhycelien,Nm,Buhycelienne,0,1,True,True
Buignacois,Nm,Buignacoise,0,1,True,True
Buignotin,Nm,Buignotine,0,1,True,True
Buirois,Nm,Buiroise,0,1,True,True
Buironfossois,Nm,Buironfossoise,0,1,True,True
Buis-Prévenchais,Nm,Buis-Prévenchaise,0,1,True,True
Buisantin,Nm,Buisantine,0,1,True,True
Buissard,Nm,Buissarde,0,1,True,True
Buissardin,Nm,Buissardine,0,1,True,True
Buissenalois,Nm,Buissenaloise,0,1,True,True
Buissiérain,Nm,Buissiéraine,0,1,True,True
Buissonnais,Nm,Buissonnaise,0,1,True,True
Buissonnier,Nm,Buissonnière,0,1,True,True
Buissonvillois,Nm,Buissonvilloise,0,1,True,True
Bulatois,Nm,Bulatoise,0,1,True,True
Bulcycois,Nm,Bulcycoise,0,1,True,True
Buléonais,Nm,Buléonaise,0,1,True,True
bulgarisant,Nm,bulgarisante,0,0,True,True
Bulgnévillois,Nm,Bulgnévilloise,0,1,True,True
Bulhonois,Nm,Bulhonoise,0,1,True,True
Bulignacien,Nm,Bulignacienne,0,1,True,True
Bullainvillois,Nm,Bullainvilloise,0,1,True,True
Bullangeois,Nm,Bullangeoise,0,1,True,True
Bullard,Nm,Bullarde,0,1,True,True
Bullecourtois,Nm,Bullecourtoise,0,1,True,True
Bullois,Nm,Bulloise,0,1,True,True
Bullyçois,Nm,Bullyçoise,0,1,True,True
Bullygeois,Nm,Bullygeoise,0,1,True,True
Bullylois,Nm,Bullyloise,0,1,True,True
Bultois,Nm,Bultoise,0,1,True,True
Bulzacien,Nm,Bulzacienne,0,1,True,True
Bunevillois,Nm,Bunevilloise,0,1,True,True
Bunois,Nm,Bunoise,0,1,True,True
Bunolien,Nm,Bunolienne,0,1,True,True
Bunzacois,Nm,Bunzacoise,0,1,True,True
Buouxien,Nm,Buouxienne,0,1,True,True
buraliste,Nm,buraliste,1,0,True,True
Burbachois,Nm,Burbachoise,0,1,True,True
Burburois,Nm,Burburoise,0,1,True,True
Burcinois,Nm,Burcinoise,0,1,True,True
Burcyssien,Nm,Burcyssienne,0,1,True,True
Burdinand,Nm,Burdinande,0,1,True,True
Burdinnois,Nm,Burdinnoise,0,1,True,True
bureauticien,Nm,bureauticienne,0,0,True,True
Buressardien,Nm,Buressardienne,0,1,True,True
Buressois,Nm,Buressoise,0,1,True,True
Buretin,Nm,Buretine,0,1,True,True
Burg-Reulandais,Nm,Burg-Reulandaise,0,1,True,True
Burgalaysien,Nm,Burgalaysienne,0,1,True,True
Burgaudain,Nm,Burgaudaine,0,1,True,True
Burgeron,Nm,Burgeronne,0,1,True,True
Burgien,Nm,Burgienne,0,1,True,True
Burhin,Nm,Burhine,0,1,True,True
Burinois,Nm,Burinoise,0,1,True,True
Burivillois,Nm,Burivilloise,0,1,True,True
Burkinabais,Nm,Burkinabaise,0,1,True,True
Burlacois,Nm,Burlacoise,0,1,True,True
Burnhauptois,Nm,Burnhauptoise,0,1,True,True
Burois,Nm,Buroise,0,1,True,True
Burtoncourtois,Nm,Burtoncourtoise,0,1,True,True
Burundais,Nm,Burundaise,0,1,True,True
burundais,Nm,burundaise,0,0,True,True
Burysien,Nm,Burysienne,0,1,True,True
Burzetin,Nm,Burzetine,0,1,True,True
Buschwillerois,Nm,Buschwilleroise,0,1,True,True
bushiste,Nm,bushiste,1,0,True,True
Busignois,Nm,Busignoise,0,1,True,True
Busnois,Nm,Busnoise,0,1,True,True
Buson,Nm,Busonne,0,1,True,True
Busquois,Nm,Busquoise,0,1,True,True
Bussacais,Nm,Bussacaise,0,1,True,True
Busséin,Nm,Busséine,0,1,True,True
Bussenotin,Nm,Bussenotine,0,1,True,True
Busséolais,Nm,Busséolaise,0,1,True,True
Bussérois,Nm,Busséroise,0,1,True,True
Bussétois,Nm,Bussétoise,0,1,True,True
Bussien,Nm,Bussienne,0,1,True,True
Bussiérand,Nm,Bussiérande,0,1,True,True
Bussièrois,Nm,Bussièroise,0,1,True,True
Bussiérois,Nm,Bussiéroise,0,1,True,True
Bussinais,Nm,Bussinaise,0,1,True,True
Bussinier,Nm,Bussinière,0,1,True,True
Bussiron,Nm,Bussironne,0,1,True,True
Bussois,Nm,Bussoise,0,1,True,True
Bussonais,Nm,Bussonaise,0,1,True,True
Bussynois,Nm,Bussynoise,0,1,True,True
Bustanicais,Nm,Bustanicaise,0,1,True,True
Bustois,Nm,Bustoise,0,1,True,True
Buswillerois,Nm,Buswilleroise,0,1,True,True
buteur,Nm,buteuse,0,0,True,True
Butgenbachois,Nm,Butgenbachoise,0,1,True,True
Butherrais,Nm,Butherraise,0,1,True,True
butineur,Nm,butineuse,0,0,True,True
Butotais,Nm,Butotaise,0,1,True,True
Buttenois,Nm,Buttenoise,0,1,True,True
butteur,Nm,butteuse,0,0,True,True
buvetier,Nm,buvetière,0,0,True,True
buveur,Nm,buveuse,0,0,True,True
Buvillois,Nm,Buvilloise,0,1,True,True
Buvrinnois,Nm,Buvrinnoise,0,1,True,True
Buxacien,Nm,Buxacienne,0,1,True,True
Buxangeorgien,Nm,Buxangeorgienne,0,1,True,True
Buxassien,Nm,Buxassienne,0,1,True,True
Buxenois,Nm,Buxenoise,0,1,True,True
Buxerettois,Nm,Buxerettoise,0,1,True,True
Buxérien,Nm,Buxérienne,0,1,True,True
Buxérois,Nm,Buxéroise,0,1,True,True
Buxerollois,Nm,Buxerolloise,0,1,True,True
Buxeuillois,Nm,Buxeuilloise,0,1,True,True
Buxièrois,Nm,Buxièroise,0,1,True,True
Buxiérois,Nm,Buxiéroise,0,1,True,True
Buxinien,Nm,Buxinienne,0,1,True,True
Buxois,Nm,Buxoise,0,1,True,True
Buxynois,Nm,Buxynoise,0,1,True,True
Buyatin,Nm,Buyatine,0,1,True,True
Buysscheurois,Nm,Buysscheuroise,0,1,True,True
Buzanais,Nm,Buzanaise,0,1,True,True
Buzenolais,Nm,Buzenolaise,0,1,True,True
Buzéquais,Nm,Buzéquaise,0,1,True,True
Buzétois,Nm,Buzétoise,0,1,True,True
Buziétois,Nm,Buziétoise,0,1,True,True
Buzignarguais,Nm,Buzignarguaise,0,1,True,True
Byannais,Nm,Byannaise,0,1,True,True
byronien,Nm,byronienne,0,0,True,True
byzantin,Nm,byzantine,0,0,True,True
byzantinisant,Nm,byzantinisante,0,0,True,True
byzantiniste,Nm,byzantiniste,1,0,True,True
cabaleur,Nm,cabaleuse,0,0,True,True
cabaleux,Nm,cabaleuse,0,0,False,True
cabaliste,Nm,cabaliste,1,0,True,True
Cabanacais,Nm,Cabanacaise,0,1,True,True
Cabanassien,Nm,Cabanassienne,0,1,True,True
Cabanésien,Nm,Cabanésienne,0,1,True,True
Cabanessois,Nm,Cabanessoise,0,1,True,True
Cabanialais,Nm,Cabanialaise,0,1,True,True
cabanier,Nm,cabanière,0,0,True,True
Cabannais,Nm,Cabannaise,0,1,True,True
Cabarédien,Nm,Cabarédienne,0,1,True,True
cabaretier,Nm,cabaretière,0,0,True,True
cabarettiste,Nm,cabarettiste,1,0,True,True
Cabariotais,Nm,Cabariotaise,0,1,True,True
Cabassésais,Nm,Cabassésaise,0,1,True,True
cabasseur,Nm,cabasseur,1,0,True,False
Cabassois,Nm,Cabassoise,0,1,True,True
Cabavillois,Nm,Cabavilloise,0,1,True,True
Cabazais,Nm,Cabazaise,0,1,True,True
câbleur,Nm,câbleur,1,0,True,False
câblier,Nm,câblière,0,0,True,True
câbliste,Nm,câbliste,1,0,True,True
cabochard,Nm,cabocharde,0,0,True,True
caboteur,Nm,caboteuse,0,0,True,True
cabotier,Nm,cabotière,0,0,True,True
Cabotin,Nm,Cabotine,0,1,True,True
cabotin,Nm,cabotine,0,0,True,True
Cabouin,Nm,Cabouine,0,1,True,True
Cabourgeais,Nm,Cabourgeaise,0,1,True,True
Cabrerétien,Nm,Cabrerétienne,0,1,True,True
Cabrerissais,Nm,Cabrerissaise,0,1,True,True
Cabrerollois,Nm,Cabrerolloise,0,1,True,True
Cabriémontois,Nm,Cabriémontoise,0,1,True,True
Cabrien,Nm,Cabrienne,0,1,True,True
Cabriérain,Nm,Cabriéraine,0,1,True,True
Cabriérois,Nm,Cabriéroise,0,1,True,True
Cabriessien,Nm,Cabriessienne,0,1,True,True
Cabrimontien,Nm,Cabrimontienne,0,1,True,True
cabrioleur,Nm,cabrioleuse,0,0,True,True
cacaotier,Nm,cacaotière,0,0,True,True
Cachanais,Nm,Cachanaise,0,1,True,True
Cachenais,Nm,Cachenaise,0,1,True,True
cachotier,Nm,cachotière,0,0,True,True
cachottier,Nm,cachottière,0,0,True,True
Cachysien,Nm,Cachysienne,0,1,True,True
Cacien,Nm,Cacienne,0,1,True,True
cacographe,Nm,cacographe,1,0,True,True
Cacoin,Nm,Cacoine,0,1,True,True
Cadalénois,Nm,Cadalénoise,0,1,True,True
Cadarcetois,Nm,Cadarcetoise,0,1,True,True
Cadarsacais,Nm,Cadarsacaise,0,1,True,True
Cadaujacais,Nm,Cadaujacaise,0,1,True,True
Cadeilhanais,Nm,Cadeilhanaise,0,1,True,True
Cadeillanais,Nm,Cadeillanaise,0,1,True,True
Cadenais,Nm,Cadenaise,0,1,True,True
Cadenetien,Nm,Cadenetienne,0,1,True,True
Caderoussien,Nm,Caderoussienne,0,1,True,True
Cadiéborois,Nm,Cadiéboroise,0,1,True,True
Cadillacais,Nm,Cadillacaise,0,1,True,True
Cadixois,Nm,Cadixoise,0,1,True,True
Cadolien,Nm,Cadolienne,0,1,True,True
Cadolivain,Nm,Cadolivaine,0,1,True,True
Cadoursain,Nm,Cadoursaine,0,1,True,True
cadranier,Nm,cadranière,0,0,True,True
cadreur,Nm,cadreuse,0,0,True,True
Cadriais,Nm,Cadriaise,0,1,True,True
Cadurcien,Nm,Cadurcienne,0,1,True,True
Caennais,Nm,Caennaise,0,1,True,True
Caëstrois,Nm,Caëstroise,0,1,True,True
cafard,Nm,cafarde,0,0,True,True
cafardeur,Nm,cafardeuse,0,0,True,True
caféiculteur,Nm,caféicultrice;caféiculteuse,0,0,True,True
caféier,Nm,caféière,0,0,True,True
cafeteur,Nm,cafeteuse,0,0,True,True
cafetier,Nm,cafetière,0,0,True,True
Caffiérois,Nm,Caffiéroise,0,1,True,True
cafiste,Nm,cafiste,1,0,True,True
cafouilleur,Nm,cafouilleuse,0,0,True,True
cafouilleux,Nm,cafouilleuse,0,0,False,True
cafteur,Nm,cafteuse,0,0,True,True
Cagliaritain,Nm,Cagliaritaine,0,1,True,True
Cagnacois,Nm,Cagnacoise,0,1,True,True
Cagnais,Nm,Cagnaise,0,1,True,True
Cagnanais,Nm,Cagnanaise,0,1,True,True
cagnard,Nm,cagnarde,0,0,True,True
cagneux,Nm,cagneuse,0,0,False,True
Cagnicourtois,Nm,Cagnicourtoise,0,1,True,True
Cagnisien,Nm,Cagnisienne,0,1,True,True
Cagnois,Nm,Cagnoise,0,1,True,True
Cagnonclais,Nm,Cagnonclaise,0,1,True,True
Cagnottais,Nm,Cagnottaise,0,1,True,True
cagoulard,Nm,cagoularde,0,0,True,True
Cahagnais,Nm,Cahagnaise,0,1,True,True
Cahagnollais,Nm,Cahagnollaise,0,1,True,True
cahorsin,Nm,cahorsine,0,0,True,True
Cahussien,Nm,Cahussienne,0,1,True,True
Cahuzacais,Nm,Cahuzacaise,0,1,True,True
Cahuzacois,Nm,Cahuzacoise,0,1,True,True
Caibottin,Nm,Caibottine,0,1,True,True
Caignacais,Nm,Caignacaise,0,1,True,True
Cailhautais,Nm,Cailhautaise,0,1,True,True
Cailhavelais,Nm,Cailhavelaise,0,1,True,True
Caillacois,Nm,Caillacoise,0,1,True,True
Cailleux,Nm,Cailleuse,0,1,False,True
Caillevillais,Nm,Caillevillaise,0,1,True,True
Caillois,Nm,Cailloise,0,1,True,True
Caillotin,Nm,Caillotine,0,1,True,True
Cailloutain,Nm,Cailloutaine,0,1,True,True
Cailloutin,Nm,Cailloutine,0,1,True,True
caimand,Nm,caimande,0,0,True,True
caimandeur,Nm,caimandeuse,0,0,True,True
Caïocain,Nm,Caïocaine,0,1,True,True
Cairannais,Nm,Cairannaise,0,1,True,True
Cairois,Nm,Cairoise,0,1,True,True
Caironnais,Nm,Caironnaise,0,1,True,True
Caisnois,Nm,Caisnoise,0,1,True,True
Caissarguais,Nm,Caissarguaise,0,1,True,True
caisseux,Nm,caisseuse,0,0,False,True
caissier,Nm,caissière,0,0,True,True
Caixois,Nm,Caixoise,0,1,True,True
Cajarcois,Nm,Cajarcoise,0,1,True,True
cajoleur,Nm,cajoleuse,0,0,True,True
calabrais,Nm,calabraise,0,0,True,True
Caladois,Nm,Caladoise,0,1,True,True
Calamanais,Nm,Calamanaise,0,1,True,True
Calaminois,Nm,Calaminoise,0,1,True,True
Calanais,Nm,Calanaise,0,1,True,True
calandreur,Nm,calandreuse,0,0,True,True
Calanhelois,Nm,Calanheloise,0,1,True,True
Calcatoggiais,Nm,Calcatoggiaise,0,1,True,True
Calcédonien,Nm,Calcédonienne,0,1,True,True
calcéologiste,Nm,calcéologiste,1,0,True,True
Calcinois,Nm,Calcinoise,0,1,True,True
Calcissien,Nm,Calcissienne,0,1,True,True
Calçois,Nm,Calçoise,0,1,True,True
calculateur,Nm,calculatrice,0,0,True,True
Caldenacucien,Nm,Caldenacucienne,0,1,True,True
Caldénacutien,Nm,Caldénacutienne,0,1,True,True
Caldéniacien,Nm,Caldéniacienne,0,1,True,True
Caldérien,Nm,Caldérienne,0,1,True,True
Caldéronnais,Nm,Caldéronnaise,0,1,True,True
Caldifontain,Nm,Caldifontaine,0,1,True,True
caleçonnier,Nm,caleçonnière,0,0,True,True
calédonien,Nm,calédonienne,0,0,True,True
calembourdier,Nm,calembourdière,0,0,True,True
calembourdiste,Nm,calembourdiste,1,0,True,True
calembourgiste,Nm,calembourgiste,1,0,True,True
calembouriste,Nm,calembouriste,1,0,True,True
Calenzanais,Nm,Calenzanaise,0,1,True,True
Calésien,Nm,Calésienne,0,1,True,True
caleur,Nm,caleuse,0,0,True,True
Calézien,Nm,Calézienne,0,1,True,True
calibreur,Nm,calibreuse,0,0,True,True
Calidifontain,Nm,Calidifontaine,0,1,True,True
Calidofournien,Nm,Calidofournienne,0,1,True,True
Calidusien,Nm,Calidusienne,0,1,True,True
Califontain,Nm,Califontaine,0,1,True,True
Californien,Nm,Californienne,0,1,True,True
californien,Nm,californienne,0,0,True,True
Calignacois,Nm,Calignacoise,0,1,True,True
calignaire,Nm,calignaire,1,0,True,True
Calignien,Nm,Calignienne,0,1,True,True
Calin,Nm,Caline,0,1,True,True
câlin,Nm,câline,0,0,True,True
Calindrien,Nm,Calindrienne,0,1,True,True
câlineur,Nm,câlineuse,0,0,True,True
Callacois,Nm,Callacoise,0,1,True,True
Callassien,Nm,Callassienne,0,1,True,True
Callenellois,Nm,Callenelloise,0,1,True,True
Callengevillais,Nm,Callengevillaise,0,1,True,True
Callénois,Nm,Callénoise,0,1,True,True
Callevillais,Nm,Callevillaise,0,1,True,True
Calliannais,Nm,Calliannaise,0,1,True,True
Callicien,Nm,Callicienne,0,1,True,True
calligraphe,Nm,calligraphe,1,0,True,True
Calmergien,Nm,Calmergienne,0,1,True,True
Calmétien,Nm,Calmétienne,0,1,True,True
Calmettois,Nm,Calmettoise,0,1,True,True
Calmien,Nm,Calmienne,0,1,True,True
Calmontois,Nm,Calmontoise,0,1,True,True
Calmosien,Nm,Calmosienne,0,1,True,True
Calo-Moulinotin,Nm,Calo-Moulinotine,0,1,True,True
Çalois,Nm,Çaloise,0,1,True,True
calomniateur,Nm,calomniatrice,0,0,True,True
Calongeais,Nm,Calongeaise,0,1,True,True
Calonnois,Nm,Calonnoise,0,1,True,True
Calorguennais,Nm,Calorguennaise,0,1,True,True
calotin,Nm,calotine,0,0,True,True
Calotterois,Nm,Calotteroise,0,1,True,True
calottier,Nm,calottière,0,0,True,True
calqueur,Nm,calqueuse,0,0,True,True
Caluirard,Nm,Caluirarde,0,1,True,True
Calvais,Nm,Calvaise,0,1,True,True
Calviacois,Nm,Calviacoise,0,1,True,True
Calvialais,Nm,Calvialaise,0,1,True,True
Calvignacois,Nm,Calvignacoise,0,1,True,True
Calvimontais,Nm,Calvimontaise,0,1,True,True
Calvinétois,Nm,Calvinétoise,0,1,True,True
Calvinien,Nm,Calvinienne,0,1,True,True
calviniste,Nm,calviniste,1,0,True,True
Calvissonnais,Nm,Calvissonnaise,0,1,True,True
Calymnien,Nm,Calymnienne,0,1,True,True
Camalèsien,Nm,Camalèsienne,0,1,True,True
camard,Nm,camarde,0,0,True,True
Camarésien,Nm,Camarésienne,0,1,True,True
Camaretois,Nm,Camaretoise,0,1,True,True
Camarétois,Nm,Camarétoise,0,1,True,True
camarguais,Nm,camarguaise,0,0,True,True
Camarsacais,Nm,Camarsacaise,0,1,True,True
Cambais,Nm,Cambaise,0,1,True,True
Cambayracien,Nm,Cambayracienne,0,1,True,True
Cambernadais,Nm,Cambernadaise,0,1,True,True
Cambernonais,Nm,Cambernonaise,0,1,True,True
Cambiacois,Nm,Cambiacoise,0,1,True,True
Cambien,Nm,Cambienne,0,1,True,True
Cambieurois,Nm,Cambieuroise,0,1,True,True
Cambligneulois,Nm,Cambligneuloise,0,1,True,True
Camblinois,Nm,Camblinoise,0,1,True,True
Camblysien,Nm,Camblysienne,0,1,True,True
Camboard,Nm,Camboarde,0,1,True,True
Cambodgien,Nm,Cambodgienne,0,1,True,True
cambodgien,Nm,cambodgienne,0,0,True,True
Cambois,Nm,Camboise,0,1,True,True
Cambolitain,Nm,Cambolitaine,0,1,True,True
Cambonais,Nm,Cambonaise,0,1,True,True
Cambonnais,Nm,Cambonnaise,0,1,True,True
Camboricien,Nm,Camboricienne,0,1,True,True
Camborsien,Nm,Camborsienne,0,1,True,True
Camboulazetois,Nm,Camboulazetoise,0,1,True,True
Camboulicois,Nm,Camboulicoise,0,1,True,True
Cambounésois,Nm,Cambounésoise,0,1,True,True
Cambounetois,Nm,Cambounetoise,0,1,True,True
Cambrésien,Nm,Cambrésienne,0,1,True,True
Cambrinois,Nm,Cambrinoise,0,1,True,True
cambrioleur,Nm,cambrioleuse,0,0,True,True
Cambronien,Nm,Cambronienne,0,1,True,True
Cambronnais,Nm,Cambronnaise,0,1,True,True
cambrousard,Nm,cambrousarde,0,0,True,True
cambrousier,Nm,cambrousière,0,0,True,True
cambroussard,Nm,cambroussarde,0,0,True,True
cambroussier,Nm,cambroussière,0,0,True,True
Camburatois,Nm,Camburatoise,0,1,True,True
Camélais,Nm,Camélaise,0,1,True,True
Camélésien,Nm,Camélésienne,0,1,True,True
Camellais,Nm,Camellaise,0,1,True,True
cameloteur,Nm,cameloteuse,0,0,True,True
camelotier,Nm,camelotière,0,0,True,True
camérier,Nm,camérière,0,0,True,True
camériste,Nm,camériste,1,0,True,True
caméronien,Nm,caméronienne,0,0,True,True
Camerounais,Nm,Camerounaise,0,1,True,True
camerounais,Nm,camerounaise,0,0,True,True
Cametourais,Nm,Cametouraise,0,1,True,True
Camicien,Nm,Camicienne,0,1,True,True
Camièrois,Nm,Camièroise,0,1,True,True
camionneur,Nm,camionneuse,0,0,True,True
Camiranais,Nm,Camiranaise,0,1,True,True
camisard,Nm,camisarde,0,0,True,True
