nm	nf	epicene	proper_noun	catégorie
frôleur	frôleuse	0.0	0.0	Nm
fromager	fromagère	0.0	0.0	Nm
fromagiste	fromagiste	1.0	0.0	Nm
frondeur	frondeuse	0.0	0.0	Nm
frontalier	frontalière	0.0	0.0	Nm
frotteur	frotteuse	0.0	0.0	Nm
froussard	froussarde	0.0	0.0	Nm
fructidorien	fructidorienne	0.0	0.0	Nm
fruiticulteur	fruiticultrice	0.0	0.0	Nm
fruitier	fruitière	0.0	0.0	Nm
fugitif	fugitive	0.0	0.0	Nm
fugueur	fugueuse	0.0	0.0	Nm
fujimoriste	fujimoriste	1.0	0.0	Nm
fulfuldéphone	fulfuldéphone	1.0	0.0	Nm
fumeur	fumeuse	0.0	0.0	Nm
funambule	funambule	1.0	0.0	Nm
fureteur	fureteuse	0.0	0.0	Nm
furieux	furieuse	0.0	0.0	Nm
futur	future	0.0	0.0	Nm
fuyard	fuyarde	0.0	0.0	Nm
gâcheur	gâcheuse	0.0	0.0	Nm
gadjo	gadji	0.0	0.0	Nm
gaélophone	gaélophone	1.0	0.0	Nm
gaffeur	gaffeuse	0.0	0.0	Nm
gaga	gaga	1.0	0.0	Nm
gageur	gageuse	0.0	0.0	Nm
gagnant	gagnante	0.0	0.0	Nm
gagneur	gagneuse	0.0	0.0	Nm
gaillard	gaillarde	0.0	0.0	Nm
galant	galante	0.0	0.0	Nm
galérien	galérienne	0.0	0.0	Nm
galeriste	galeriste	1.0	0.0	Nm
galeux	galeuse	0.0	0.0	Nm
gallinophile	gallinophile	1.0	0.0	Nm
gallo-romain	gallo-romaine	0.0	0.0	Nm
gallois	galloise	0.0	0.0	Nm
galopeur	galopeuse	0.0	0.0	Nm
galopin	galopine	0.0	0.0	Nm
gamahucheur	gamahucheuse	0.0	0.0	Nm
gambadeur	gambadeuse	0.0	0.0	Nm
gambettiste	gambettiste	1.0	0.0	Nm
gambilleur	gambilleuse	0.0	0.0	Nm
gambiste	gambiste	1.0	0.0	Nm
gamer	gameuse	0.0	0.0	Nm
gamin	gamine	0.0	0.0	Nm
gandhiste	gandhiste	1.0	0.0	Nm
gantier	gantière	0.0	0.0	Nm
gaou	gaou	1.0	0.0	Nm
garancier	garancière	0.0	0.0	Nm
garant	garante	0.0	0.0	Nm
garçon	garçonne|fille	0.0	0.0	Nm
garçonnet	fillette	0.0	0.0	Nm
garde	garde	1.0	0.0	Nm
garde-barrière	garde-barrière	1.0	0.0	Nm
garde-chiourme	garde-chiourme	1.0	0.0	Nm
garde-côte	garde-côte	1.0	0.0	Nm
garde-malade	garde-malade	1.0	0.0	Nm
gardeur	gardeuse	0.0	0.0	Nm
gardian	gardiane	0.0	0.0	Nm
gardien	gardienne	0.0	0.0	Nm
gargotier	gargotière	0.0	0.0	Nm
garnisseur	garnisseuse	0.0	0.0	Nm
gars	garce	0.0	0.0	Nm
gascon	gasconne	0.0	0.0	Nm
gaspilleur	gaspilleuse	0.0	0.0	Nm
gastro-entérologue	gastro-entérologue	1.0	0.0	Nm
gastrolâtre	gastrolâtre	1.0	0.0	Nm
gastromane	gastromane	1.0	0.0	Nm
gastronome	gastronome	1.0	0.0	Nm
gâteur	gâteuse	0.0	0.0	Nm
gâteux	gâteuse	0.0	0.0	Nm
gaucher	gauchère	0.0	0.0	Nm
gauchiste	gauchiste	1.0	0.0	Nm
gaufreur	gaufreuse	0.0	0.0	Nm
gaulois	gauloise	0.0	0.0	Nm
gausseur	gausseuse	0.0	0.0	Nm
gavache	gavache	1.0	0.0	Nm
gaveur	gaveuse	0.0	0.0	Nm
gazetier	gazetière	0.0	0.0	Nm
gazier	gazière	0.0	0.0	Nm
gazonnier	gazonnière	0.0	0.0	Nm
géant	géante	0.0	0.0	Nm
geek	geek	1.0	0.0	Nm
geekophile	geekophile	1.0	0.0	Nm
geignard	geignarde	0.0	0.0	Nm
Gémeau	Gémeau	1.0	1.0	Nm
gémisseur	gémisseuse	0.0	0.0	Nm
gemmeur	gemmeuse	0.0	0.0	Nm
gendarme	gendarmette	0.0	0.0	Nm
gendarmicide	gendarmicide	1.0	0.0	Nm
gendre	bru	0.0	0.0	Nm
généalogiste	généalogiste	1.0	0.0	Nm
général	générale	0.0	0.0	Nm
générateur	génératrice	0.0	0.0	Nm
généreux	généreuse	0.0	0.0	Nm
généticien	généticienne	0.0	0.0	Nm
gêneur	gêneuse	0.0	0.0	Nm
genevois	genevoise	0.0	0.0	Nm
géniteur	génitrice	0.0	0.0	Nm
génois	génoise	0.0	0.0	Nm
géo-ingénieur	géo-ingénieure	0.0	0.0	Nm
géochimiste	géochimiste	1.0	0.0	Nm
géographe	géographe	1.0	0.0	Nm
geôlier	geôlière	0.0	0.0	Nm
géologue	géologue	1.0	0.0	Nm
géomancien	géomancienne	0.0	0.0	Nm
géomaticien	géomaticienne	0.0	0.0	Nm
géomètre	géomètre	1.0	0.0	Nm
géophage	géophage	1.0	0.0	Nm
géophysicien	géophysicienne	0.0	0.0	Nm
géopoliticien	géopoliticienne	0.0	0.0	Nm
géorgien	géorgienne	0.0	0.0	Nm
géostratège	géostratège	1.0	0.0	Nm
gérant	gérante	0.0	0.0	Nm
gerbeur	gerbeuse	0.0	0.0	Nm
gériatre	gériatre	1.0	0.0	Nm
Germain	Germaine	0.0	1.0	Nm
germain	germaine	0.0	0.0	Nm
Germanique	Germanique	1.0	1.0	Nm
germanisant	germanisante	0.0	0.0	Nm
germanomane	germanomane	1.0	0.0	Nm
germanophile	germanophile	1.0	0.0	Nm
germanophone	germanophone	1.0	0.0	Nm
gérontologue	gérontologue	1.0	0.0	Nm
gérontophobe	gérontophobe	1.0	0.0	Nm
gestionnaire	gestionnaire	1.0	0.0	Nm
gifleur	gifleuse	0.0	0.0	Nm
gigon	gigonne	0.0	0.0	Nm
gigoteur	gigoteuse	0.0	0.0	Nm
giromancien	giromancienne	0.0	0.0	Nm
girondin	girondine	0.0	0.0	Nm
giscardien	giscardienne	0.0	0.0	Nm
giton	gitonne	0.0	0.0	Nm
glacier	glacière	0.0	0.0	Nm
gladiateur	gladiatrice	0.0	0.0	Nm
glandu	glandue	0.0	0.0	Nm
glaneur	glaneuse	0.0	0.0	Nm
glisseur	glisseuse	0.0	0.0	Nm
globetrotteur	globetrotteuse	0.0	0.0	Nm
glorieux	glorieuse	0.0	0.0	Nm
glorificateur	glorificatrice	0.0	0.0	Nm
gloseur	gloseuse	0.0	0.0	Nm
glossographe	glossographe	1.0	0.0	Nm
glossophobe	glossophobe	1.0	0.0	Nm
glouton	gloutonne	0.0	0.0	Nm
glycosurique	glycosurique	1.0	0.0	Nm
glypticien	glypticienne	0.0	0.0	Nm
gnangnan	gnangnan	1.0	0.0	Nm
gnome	gnomide	0.0	0.0	Nm
gobeletier	gobeletière	0.0	0.0	Nm
gobet	gobette	0.0	0.0	Nm
gobeur	gobeuse	0.0	0.0	Nm
gobichonneur	gobichonneuse	0.0	0.0	Nm
godailleur	godailleuse	0.0	0.0	Nm
godiche	godiche	1.0	0.0	Nm
godronneur	godronneuse	0.0	0.0	Nm
goinfre	goinfre	1.0	0.0	Nm
goitreux	goitreuse	0.0	0.0	Nm
golfeur	golfeuse	0.0	0.0	Nm
gommeur	gommeuse	0.0	0.0	Nm
gommeux	gommeuse	0.0	0.0	Nm
gomorrhéen	gomorrhéenne	0.0	0.0	Nm
gondolier	gondolière	0.0	0.0	Nm
gonfalonier	gonfalonière	0.0	0.0	Nm
gonze	gonzesse	0.0	0.0	Nm
goret	gorette	0.0	0.0	Nm
gorgeur	gorgeuse	0.0	0.0	Nm
gosse	gosse	1.0	0.0	Nm
goth	gothe	0.0	0.0	Nm
gouacheur	gouacheuse	0.0	0.0	Nm
gouailleur	gouailleuse	0.0	0.0	Nm
gouapeur	gouapeuse	0.0	0.0	Nm
gouilland	gouillande	0.0	0.0	Nm
goujat	goujate	0.0	0.0	Nm
goulu	goulue	0.0	0.0	Nm
gourd	gourde	0.0	0.0	Nm
gourmand	gourmande	0.0	0.0	Nm
goûteur	goûteuse	0.0	0.0	Nm
gouvernant	gouvernante	0.0	0.0	Nm
gouvernementaliste	gouvernementaliste	1.0	0.0	Nm
gouverneur	gouverneure|gouverneuse	0.0	0.0	Nm
goy	goy	1.0	0.0	Nm
grabataire	grabataire	1.0	0.0	Nm
gracieux	gracieuse	0.0	0.0	Nm
graffeur	graffeuse	0.0	0.0	Nm
graillonneur	graillonneuse	0.0	0.0	Nm
grainetier	grainetière	0.0	0.0	Nm
grainier	grainière	0.0	0.0	Nm
graisseur	graisseuse	0.0	0.0	Nm
grammairien	grammairienne	0.0	0.0	Nm
grand-oncle	grand-tante	0.0	0.0	Nm
grand-père	grand-mère	0.0	0.0	Nm
granger	grangère	0.0	0.0	Nm
graphiste	graphiste	1.0	0.0	Nm
grappillard	grappillarde	0.0	0.0	Nm
grappilleur	grappilleuse	0.0	0.0	Nm
grasseyeur	grasseyeur	1.0	0.0	Nm
gratte-papier	gratte-papier	1.0	0.0	Nm
graveur	graveuse	0.0	0.0	Nm
grec	grecque	0.0	0.0	Nm
grécophone	grécophone	1.0	0.0	Nm
gredin	gredine	0.0	0.0	Nm
greffeur	greffeuse	0.0	0.0	Nm
greffier	greffière	0.0	0.0	Nm
grelu	grelue	0.0	0.0	Nm
grenadien	grenadienne	0.0	0.0	Nm
grenadier	grenadière	0.0	0.0	Nm
grenadin	grenadine	0.0	0.0	Nm
grenoblois	grenobloise	0.0	0.0	Nm
grenouilleur	grenouilleuse	0.0	0.0	Nm
gréviste	gréviste	1.0	0.0	Nm
gribouilleur	gribouilleuse	0.0	0.0	Nm
griffonneur	griffonneuse	0.0	0.0	Nm
grignoteur	grignoteuse	0.0	0.0	Nm
grimacier	grimacière	0.0	0.0	Nm
grimpeur	grimpeuse	0.0	0.0	Nm
grimpion	grimpionne	0.0	0.0	Nm
grincheux	grincheuse	0.0	0.0	Nm
gringalet	gringalette	0.0	0.0	Nm
gringo	gringa	0.0	0.0	Nm
griot	griotte	0.0	0.0	Nm
grippe-sou	grippe-sou	1.0	0.0	Nm
gris	grise	0.0	0.0	Nm
grison	grisonne	0.0	0.0	Nm
griveleur	griveleuse	0.0	0.0	Nm
grivois	grivoise	0.0	0.0	Nm
groenlandais	groenlandaise	0.0	0.0	Nm
grogneur	grogneuse	0.0	0.0	Nm
gros	grosse	0.0	0.0	Nm
grossiste	grossiste	1.0	0.0	Nm
grouleur	grouleuse	0.0	0.0	Nm
groupie	groupie	1.0	0.0	Nm
groupiste	groupiste	1.0	0.0	Nm
grugeur	grugeuse	0.0	0.0	Nm
grutier	grutière	0.0	0.0	Nm
guérillero	guérillera	0.0	0.0	Nm
guérisseur	guérisseuse	0.0	0.0	Nm
guerrier	guerrière	0.0	0.0	Nm
guêtrier	guêtrière	0.0	0.0	Nm
guetteur	guetteuse	0.0	0.0	Nm
gueulard	gueularde	0.0	0.0	Nm
gueux	gueuse	0.0	0.0	Nm
guichetier	guichetière	0.0	0.0	Nm
guide	guide	1.0	0.0	Nm
guignoleux	guignoleuse	0.0	0.0	Nm
guimpier	guimpière	0.0	0.0	Nm
guindailleur	guindailleuse	0.0	0.0	Nm
guitariste	guitariste	1.0	0.0	Nm
gymnaste	gymnaste	1.0	0.0	Nm
gymnophobe	gymnophobe	1.0	0.0	Nm
gynécologue	gynécologue	1.0	0.0	Nm
gynécomane	gynécomane	1.0	0.0	Nm
habile	habile	1.0	0.0	Nm
habilissime	habilissime	1.0	0.0	Nm
habilleur	habilleuse	0.0	0.0	Nm
habitant	habitante	0.0	0.0	Nm
habitué	habituée	0.0	0.0	Nm
hâbleur	hâbleuse	0.0	0.0	Nm
hacker	hacker	1.0	0.0	Nm
haïkiste	haïkiste	1.0	0.0	Nm
haillonneux	haillonneuse	0.0	0.0	Nm
haïsseur	haïsseuse	0.0	0.0	Nm
haleur	haleuse	0.0	0.0	Nm
hallebardier	hallebardière	0.0	0.0	Nm
hallebreda	hallebreda	1.0	0.0	Nm
haltérophile	haltérophile	1.0	0.0	Nm
hambourgeois	hambourgeoise	0.0	0.0	Nm
handballeur	handballeuse	0.0	0.0	Nm
handicapé	handicapée	0.0	0.0	Nm
handicapeur	handicapeuse	0.0	0.0	Nm
hanteur	hanteuse	0.0	0.0	Nm
harangueur	harangueuse	0.0	0.0	Nm
harceleur	harceleuse	0.0	0.0	Nm
harmonisateur	harmonisatrice	0.0	0.0	Nm
harpiste	harpiste	1.0	0.0	Nm
has-been	has-been	1.0	0.0	Nm
haussier	haussière	0.0	0.0	Nm
hautboïste	hautboïste	1.0	0.0	Nm
havanais	havanaise	0.0	0.0	Nm
haveur	haveuse	0.0	0.0	Nm
hawaïen	hawaïenne	0.0	0.0	Nm
heaumier	heaumière	0.0	0.0	Nm
hébéphrène	hébéphrène	1.0	0.0	Nm
hébéphrénique	hébéphrénique	1.0	0.0	Nm
hébertiste	hébertiste	1.0	0.0	Nm
hébraïsant	hébraïsante	0.0	0.0	Nm
hébréophone	hébréophone	1.0	0.0	Nm
hédoniste	hédoniste	1.0	0.0	Nm
hellène	hellène	1.0	0.0	Nm
hellénisant	hellénisante	0.0	0.0	Nm
helléniste	helléniste	1.0	0.0	Nm
hellénophone	hellénophone	1.0	0.0	Nm
helminthologiste	helminthologiste	1.0	0.0	Nm
helvète	helvète	1.0	0.0	Nm
helvétisant	helvétisante	0.0	0.0	Nm
hématologue	hématologue	1.0	0.0	Nm
hémiplégique	hémiplégique	1.0	0.0	Nm
hémophile	hémophile	1.0	0.0	Nm
hémoptysique	hémoptysique	1.0	0.0	Nm
hépatologue	hépatologue	1.0	0.0	Nm
héraclitéen	héraclitéenne	0.0	0.0	Nm
herbager	herbagère	0.0	0.0	Nm
herbaliste	herbaliste	1.0	0.0	Nm
herborisateur	herborisatrice	0.0	0.0	Nm
herboriste	herboriste	1.0	0.0	Nm
hercheur	hercheuse	0.0	0.0	Nm
hérésiologue	hérésiologue	1.0	0.0	Nm
hérétique	hérétique	1.0	0.0	Nm
hérisson	hérissonne	0.0	0.0	Nm
héritier	héritière	0.0	0.0	Nm
hermétiste	hermétiste	1.0	0.0	Nm
hernieux	hernieuse	0.0	0.0	Nm
hérodien	hérodienne	0.0	0.0	Nm
héroïnomane	héroïnomane	1.0	0.0	Nm
héros	héroïne	0.0	0.0	Nm
herpétologiste	herpétologiste	1.0	0.0	Nm
herpétophile	herpétophile	1.0	0.0	Nm
hétérodidacte	hétérodidacte	1.0	0.0	Nm
hétéroflexible	hétéroflexible	1.0	0.0	Nm
hétérosexuel	hétérosexuelle	0.0	0.0	Nm
hexakosioihexekontahexaphobe	hexakosioihexekontahexaphobe	1.0	0.0	Nm
hindou	hindoue	0.0	0.0	Nm
hippie	hippie	1.0	0.0	Nm
hippologue	hippologue	1.0	0.0	Nm
hippophile	hippophile	1.0	0.0	Nm
hipster	hipster	1.0	0.0	Nm
hispanisant	hispanisante	0.0	0.0	Nm
hispaniste	hispaniste	1.0	0.0	Nm
hispano-américain	hispano-américaine	0.0	0.0	Nm
hispanophobe	hispanophobe	1.0	0.0	Nm
hispanophone	hispanophone	1.0	0.0	Nm
histochimiste	histochimiste	1.0	0.0	Nm
histologiste	histologiste	1.0	0.0	Nm
historien	historienne	0.0	0.0	Nm
histrion	histrionne	0.0	0.0	Nm
hitiste	hitiste	1.0	0.0	Nm
hivernant	hivernante	0.0	0.0	Nm
hiverneur	hiverneuse	0.0	0.0	Nm
hollandais	hollandaise	0.0	0.0	Nm
homicide	homicide	1.0	0.0	Nm
hoministe	hoministe	1.0	0.0	Nm
homme	femme	0.0	0.0	Nm
homme-objet	femme-objet	0.0	0.0	Nm
homme-orchestre	femme-orchestre	0.0	0.0	Nm
homologue	homologue	1.0	0.0	Nm
homophile	homophile	1.0	0.0	Nm
homophobe	homophobe	1.0	0.0	Nm
homosensible	homosensible	1.0	0.0	Nm
homosexuel	homosexuelle	0.0	0.0	Nm
hongrois	hongroise	0.0	0.0	Nm
hoplophobe	hoplophobe	1.0	0.0	Nm
horloger	horlogère	0.0	0.0	Nm
hors-la-loi	hors-la-loi	1.0	0.0	Nm
horsain	horsaine	0.0	0.0	Nm
horticulteur	horticultrice	0.0	0.0	Nm
hospitalier	hospitalière	0.0	0.0	Nm
hôte	hôtesse	0.0	0.0	Nm
hôtelier	hôtelière	0.0	0.0	Nm
hottentot	hottentote	0.0	0.0	Nm
hotteur	hotteuse	0.0	0.0	Nm
hotu	hotu	1.0	0.0	Nm
houblonnier	houblonnière	0.0	0.0	Nm
huissier	huissière	0.0	0.0	Nm
huîtrier	huîtrière	0.0	0.0	Nm
humain	humaine	0.0	0.0	Nm
humanitaire	humanitaire	1.0	0.0	Nm
humanitariste	humanitariste	1.0	0.0	Nm
humoriste	humoriste	1.0	0.0	Nm
hurluberlu	hurluberlue	0.0	0.0	Nm
huron	huronne	0.0	0.0	Nm
hussard	hussarde	0.0	0.0	Nm
huysmansien	huysmansienne	0.0	0.0	Nm
hydrocéphale	hydrocéphale	1.0	0.0	Nm
hydrodynamicien	hydrodynamicienne	0.0	0.0	Nm
hydrophobe	hydrophobe	1.0	0.0	Nm
hydropique	hydropique	1.0	0.0	Nm
hygiéniste	hygiéniste	1.0	0.0	Nm
hymnode	hymnode	1.0	0.0	Nm
hyperactif	hyperactive	0.0	0.0	Nm
hypermétrope	hypermétrope	1.0	0.0	Nm
hypersensitif	hypersensitive	0.0	0.0	Nm
hypersomniaque	hypersomniaque	1.0	0.0	Nm
hypnotiseur	hypnotiseuse	0.0	0.0	Nm
hypnotiste	hypnotiste	1.0	0.0	Nm
hypocondriaque	hypocondriaque	1.0	0.0	Nm
hypocrite	hypocrite	1.0	0.0	Nm
hystérique	hystérique	1.0	0.0	Nm
iatrophobe	iatrophobe	1.0	0.0	Nm
icarien	icarienne	0.0	0.0	Nm
ichtyologiste	ichtyologiste	1.0	0.0	Nm
ichtyophage	ichtyophage	1.0	0.0	Nm
iconoclaste	iconoclaste	1.0	0.0	Nm
iconolâtre	iconolâtre	1.0	0.0	Nm
idéalisateur	idéalisatrice	0.0	0.0	Nm
idéologue	idéologue	1.0	0.0	Nm
idiot	idiote	0.0	0.0	Nm
ignicole	ignicole	1.0	0.0	Nm
ignorant	ignorante	0.0	0.0	Nm
ignorantin	ignorantine	0.0	0.0	Nm
îlien	îlienne	0.0	0.0	Nm
illettré	illettrée	0.0	0.0	Nm
illuminateur	illuminatrice	0.0	0.0	Nm
illuminé	illuminée	0.0	0.0	Nm
illustrateur	illustratrice	0.0	0.0	Nm
ilote	ilote	1.0	0.0	Nm
imaginatif	imaginative	0.0	0.0	Nm
imagiste	imagiste	1.0	0.0	Nm
imbécile	imbécile	1.0	0.0	Nm
imitateur	imitatrice|imitateuse	0.0	0.0	Nm
immatérialiste	immatérialiste	1.0	0.0	Nm
immigré	immigrée	0.0	0.0	Nm
immolateur	immolatrice	0.0	0.0	Nm
immunodéficient	immunodéficiente	0.0	0.0	Nm
immunologiste	immunologiste	1.0	0.0	Nm
impatient	impatiente	0.0	0.0	Nm
impatrié	impatriée	0.0	0.0	Nm
impérator	impératrice	0.0	0.0	Nm
impertinent	impertinente	0.0	0.0	Nm
impétrant	impétrante	0.0	0.0	Nm
impie	impie	1.0	0.0	Nm
implorateur	imploratrice	0.0	0.0	Nm
imploreur	imploreuse	0.0	0.0	Nm
impoli	impolie	0.0	0.0	Nm
importateur	importatrice	0.0	0.0	Nm
importun	importune	0.0	0.0	Nm
imposteur	imposteresse	0.0	0.0	Nm
imprécateur	imprécatrice	0.0	0.0	Nm
imprimeur	imprimeuse	0.0	0.0	Nm
improbateur	improbatrice	0.0	0.0	Nm
improvisateur	improvisatrice|improvisateuse	0.0	0.0	Nm
impudique	impudique	1.0	0.0	Nm
inaugurateur	inauguratrice	0.0	0.0	Nm
incantateur	incantatrice	0.0	0.0	Nm
incendiaire	incendiaire	1.0	0.0	Nm
incendié	incendiée	0.0	0.0	Nm
inceste	inceste	1.0	0.0	Nm
incestueux	incestueuse	0.0	0.0	Nm
incitateur	incitatrice	0.0	0.0	Nm
incivique	incivique	1.0	0.0	Nm
incompris	incomprise	0.0	0.0	Nm
inconnu	inconnue	0.0	0.0	Nm
inconscient	inconsciente	0.0	0.0	Nm
Incroyable	Merveilleuse	0.0	1.0	Nm
incroyant	incroyante	0.0	0.0	Nm
incrusteur	incrusteuse	0.0	0.0	Nm
inculpé	inculpée	0.0	0.0	Nm
indemnitaire	indemnitaire	1.0	0.0	Nm
indépendant	indépendante	0.0	0.0	Nm
indésirable	indésirable	1.0	0.0	Nm
indévot	indévote	0.0	0.0	Nm
indianiste	indianiste	1.0	0.0	Nm
indic	indic	1.0	0.0	Nm
indicateur	indicatrice|indicateuse	0.0	0.0	Nm
indifférentiste	indifférentiste	1.0	0.0	Nm
indigène	indigène	1.0	0.0	Nm
indigent	indigente	0.0	0.0	Nm
indigne	indigne	1.0	0.0	Nm
indigné	indignée	0.0	0.0	Nm
indo-européen	indo-européenne	0.0	0.0	Nm
Indochinois	Indochinoise	0.0	1.0	Nm
indochinois	indochinoise	0.0	0.0	Nm
indoeuropéiste	indoeuropéiste	1.0	0.0	Nm
indonésien	indonésienne	0.0	0.0	Nm
industriel	industrielle	0.0	0.0	Nm
infant	infante	0.0	0.0	Nm
infanticide	infanticide	1.0	0.0	Nm
infectiologue	infectiologue	1.0	0.0	Nm
inférieur	inférieure	0.0	0.0	Nm
infirme	infirme	1.0	0.0	Nm
infirmier	infirmière	0.0	0.0	Nm
informateur	informatrice|informateuse	0.0	0.0	Nm
informaticien	informaticienne	0.0	0.0	Nm
infracteur	infractrice|infracteuse	0.0	0.0	Nm
ingénieur	ingénieure	0.0	0.0	Nm
ingénieur-conseil	ingénieure-conseil	0.0	0.0	Nm
ingénu	ingénue	0.0	0.0	Nm
ingrat	ingrate	0.0	0.0	Nm
initiateur	initiatrice|initiateuse	0.0	0.0	Nm
initié	initiée	0.0	0.0	Nm
innéiste	innéiste	1.0	0.0	Nm
innocent	innocente	0.0	0.0	Nm
innovateur	innovatrice	0.0	0.0	Nm
inoculateur	inoculatrice|inoculateuse	0.0	0.0	Nm
inquiet	inquiète	0.0	0.0	Nm
inquisiteur	inquisitrice|inquisiteuse	0.0	0.0	Nm
inscripteur	inscriptrice	0.0	0.0	Nm
inscrit	inscrite	0.0	0.0	Nm
insensé	insensée	0.0	0.0	Nm
insomniaque	insomniaque	1.0	0.0	Nm
insomnieux	insomnieuse	0.0	0.0	Nm
inspecteur	inspectrice|inspecteuse	0.0	0.0	Nm
inspirateur	inspiratrice|inspirateuse	0.0	0.0	Nm
inspiré	inspirée	0.0	0.0	Nm
installateur	installatrice	0.0	0.0	Nm
instaurateur	instauratrice	0.0	0.0	Nm
instigateur	instigatrice	0.0	0.0	Nm
instituteur	institutrice|instituteuse	0.0	0.0	Nm
instructeur	instructrice	0.0	0.0	Nm
instrumentiste	instrumentiste	1.0	0.0	Nm
insulaire	insulaire	1.0	0.0	Nm
insulteur	insulteuse	0.0	0.0	Nm
intégraliste	intégraliste	1.0	0.0	Nm
intégrateur	intégratrice	0.0	0.0	Nm
intégriste	intégriste	1.0	0.0	Nm
intellectuel	intellectuelle	0.0	0.0	Nm
intello	intello	1.0	0.0	Nm
intempérant	intempérante	0.0	0.0	Nm
intendant	intendante	0.0	0.0	Nm
intentionniste	intentionniste	1.0	0.0	Nm
intéressé	intéressée	0.0	0.0	Nm
intérimaire	intérimaire	1.0	0.0	Nm
interlocuteur	interlocutrice	0.0	0.0	Nm
intermédiaire	intermédiaire	1.0	0.0	Nm
intermittent	intermittente	0.0	0.0	Nm
internationaliste	internationaliste	1.0	0.0	Nm
interné	internée	0.0	0.0	Nm
interpellateur	interpellatrice|interpellateuse	0.0	0.0	Nm
interpolateur	interpolatrice	0.0	0.0	Nm
interprète	interprète	1.0	0.0	Nm
interrogateur	interrogatrice|interrogateuse	0.0	0.0	Nm
interrupteur	interruptrice	0.0	0.0	Nm
intersexué	intersexuée	0.0	0.0	Nm
interventionniste	interventionniste	1.0	0.0	Nm
intervieweur	intervieweuse	0.0	0.0	Nm
intestat	intestate	0.0	0.0	Nm
intimidateur	intimidatrice	0.0	0.0	Nm
intimiste	intimiste	1.0	0.0	Nm
intranquille	intranquille	1.0	0.0	Nm
intransigeant	intransigeante	0.0	0.0	Nm
intrigant	intrigante	0.0	0.0	Nm
introducteur	introductrice|introducteuse	0.0	0.0	Nm
introverti	introvertie	0.0	0.0	Nm
intrus	intruse	0.0	0.0	Nm
intuitif	intuitive	0.0	0.0	Nm
invalide	invalide	1.0	0.0	Nm
inventeur	inventrice|inventeuse	0.0	0.0	Nm
inverti	invertie	0.0	0.0	Nm
investigateur	investigatrice	0.0	0.0	Nm
investisseur	investisseuse	0.0	0.0	Nm
invité	invitée	0.0	0.0	Nm
inviteur	inviteuse	0.0	0.0	Nm
invocateur	invocatrice	0.0	0.0	Nm
ionien	ionienne	0.0	0.0	Nm
iranien	iranienne	0.0	0.0	Nm
iranologue	iranologue	1.0	0.0	Nm
iréniste	iréniste	1.0	0.0	Nm
irlandais	irlandaise	0.0	0.0	Nm
ironiste	ironiste	1.0	0.0	Nm
iroquois	iroquoise	0.0	0.0	Nm
irréaliste	irréaliste	1.0	0.0	Nm
irrédentiste	irrédentiste	1.0	0.0	Nm
irrégulier	irrégulière	0.0	0.0	Nm
irrigateur	irrigatrice	0.0	0.0	Nm
islamisateur	islamisatrice	0.0	0.0	Nm
islamologue	islamologue	1.0	0.0	Nm
islamophobe	islamophobe	1.0	0.0	Nm
Islandais	Islandaise	0.0	1.0	Nm
islandais	islandaise	0.0	0.0	Nm
isolationniste	isolationniste	1.0	0.0	Nm
israélien	israélienne	0.0	0.0	Nm
israélite	israélite	1.0	0.0	Nm
italianisant	italianisante	0.0	0.0	Nm
italianophone	italianophone	1.0	0.0	Nm
italien	italienne	0.0	0.0	Nm
italophone	italophone	1.0	0.0	Nm
itinérant	itinérante	0.0	0.0	Nm
ivoirier	ivoirière	0.0	0.0	Nm
ivrogne	ivrognesse	0.0	0.0	Nm
jaboteur	jaboteuse	0.0	0.0	Nm
jacasseur	jacasseuse	0.0	0.0	Nm
jacteur	jacteuse	0.0	0.0	Nm
jaïn	jaïne	0.0	0.0	Nm
japonais	japonaise	0.0	0.0	Nm
japoniste	japoniste	1.0	0.0	Nm
japonophone	japonophone	1.0	0.0	Nm
jappeur	jappeuse	0.0	0.0	Nm
jardinier	jardinière	0.0	0.0	Nm
jardiniste	jardiniste	1.0	0.0	Nm
jargonneur	jargonneuse	0.0	0.0	Nm
jars	oie	0.0	0.0	Nm
jaspineur	jaspineuse	0.0	0.0	Nm
javanais	javanaise	0.0	0.0	Nm
javeleur	javeleuse	0.0	0.0	Nm
jéciste	jéciste	1.0	0.0	Nm
jersiais	jersiaise	0.0	0.0	Nm
jésuite	jésuitesse	0.0	0.0	Nm
jeteur	jeteuse	0.0	0.0	Nm
jeune	jeune	1.0	0.0	Nm
jeunet	jeunette	0.0	0.0	Nm
jeûneur	jeûneuse	0.0	0.0	Nm
joailler	joaillère	0.0	0.0	Nm
joaillier	joaillière	0.0	0.0	Nm
jobard	jobarde	0.0	0.0	Nm
jociste	jociste	1.0	0.0	Nm
joggeur	joggeuse	0.0	0.0	Nm
jongleur	jongleuse	0.0	0.0	Nm
joueur	joueuse	0.0	0.0	Nm
jouisseur	jouisseuse	0.0	0.0	Nm
journalier	journalière	0.0	0.0	Nm
journaliste	journaliste	1.0	0.0	Nm
jouteur	jouteuse	0.0	0.0	Nm
jouvenceau	jouvencelle	0.0	0.0	Nm
jubilaire	jubilaire	1.0	0.0	Nm
judaïste	judaïste	1.0	0.0	Nm
judéen	judéenne	0.0	0.0	Nm
judicateur	judicatrice	0.0	0.0	Nm
